serial_number;product_model;purchase_date;registration_date;country;source_note;;;;;;;;;;;
R1619135;MeoStar R2 2-12x50 RD;2017-02-21;2017-02-25;ez;MSO CZ;;;;;;;;;;;
R1619125;MeoStar R2 2-12x50 RD;2017-02-21;2017-02-25;ez;MSO CZ;;;;;;;;;;;
R1508999;MeoStar R1r 3-12x56 RD;2017-02-23;2017-02-26;ez;MSO CZ;;;;;;;;;;;
R1603362;MeoStar R2 1.7-10x42 RD;2017-02-10;2017-02-26;ez;MSO CZ;;;;;;;;;;;
R1426612;MeoStar R2 2.5-15x56 RD/MR;2017-02-19;2017-02-26;ez;MSO CZ;;;;;;;;;;;
R1516399;MeoStar R1 1,5-6x42 RD;2017-02-25;2017-02-26;ez;MSO CZ;;;;;;;;;;;
R1612153;MeoStar R1r 3-12x56 RD;2017-02-27;2017-02-27;ez;MSO CZ;;;;;;;;;;;
170109;MeoStar B1 8x56;2017-02-10;2017-02-27;ez;MSO CZ;;;;;;;;;;;
R1421834;MeoStar R2 2.5-15x56 RD/MR;2017-02-01;2017-02-27;ez;MSO CZ;;;;;;;;;;;
R1620717;ZD 6-24x56;2017-02-08;2017-02-28;ez;MSO CZ;;;;;;;;;;;
160542;MeoStar B1 8x56;2017-02-24;2017-02-28;ez;MSO CZ;;;;;;;;;;;
R1616509;MeoStar R1r 3-12x56 RD;2017-02-22;2017-02-28;ez;MSO CZ;;;;;;;;;;;
R1617044;MeoStar R2 1.7-10x42 RD;2017-01-30;2017-03-01;ez;MSO CZ;;;;;;;;;;;
R1619245;MeoStar R1r 3-12x56 RD;2017-03-01;2017-03-01;ez;MSO CZ;;;;;;;;;;;
R1606824;MeoStar R1r 3-12x56 RD;2017-01-31;2017-03-02;ez;MSO CZ;;;;;;;;;;;
R1612252;MeoStar R1r 3-12x56 RD;2017-03-01;2017-03-02;pl;MSO CZ;;;;;;;;;;;
R1614453;MeoStar R1 3-12x56 RD;2017-03-01;2017-03-02;ez;MSO CZ;;;;;;;;;;;
R1616348;R1r 3-12x56 RGD;2017-02-20;2017-03-02;ez;MSO CZ;;;;;;;;;;;
R1422263;Artemis 2100 7x50 RD;2017-03-03;2017-03-03;ez;MSO CZ;;;;;;;;;;;
R1610608;R1r 3-12x56 RGD;2017-03-02;2017-03-04;ez;MSO CZ;;;;;;;;;;;
R1410699;MeoStar R1 4-16x44 Tactic;2017-02-23;2017-03-05;ez;MSO CZ;;;;;;;;;;;
R1614438;MeoStar R1r 3-12x56 RD;2017-03-06;2017-03-06;ez;MSO CZ;;;;;;;;;;;
160734;MeoStar B1 8x56;2017-02-24;2017-03-06;ez;MSO CZ;;;;;;;;;;;
R1619435;MeoStar R2 2.5-15x56 RD;2017-02-24;2017-03-07;ez;MSO CZ;;;;;;;;;;;
R1617679;MeoStar R1r 3-12x56 RD;2017-03-06;2017-03-07;ez;MSO CZ;;;;;;;;;;;
R1616774;MeoStar R1r 3-12x56;2017-03-07;2017-03-07;ez;MSO CZ;;;;;;;;;;;
R0817754;MeoStar R1 7x56;2017-03-08;2017-03-08;ez;MSO CZ;;;;;;;;;;;
R1606791;MeoStar R1r 3-12x56 RD;2017-02-23;2017-03-08;ez;MSO CZ;;;;;;;;;;;
R1518247;MeoStar R2 2-12x50 RD;2017-03-07;2017-03-09;ez;MSO CZ;;;;;;;;;;;
R1610843;MeoStar R2 8x56;2017-03-09;2017-03-09;ez;MSO CZ;;;;;;;;;;;
802852;MeoStar B1 8x32;2017-03-03;2017-03-09;ez;MSO CZ;;;;;;;;;;;
R1613225;MeoStar R1r 3-12x56 RD;2017-03-07;2017-03-11;ez;MSO CZ;;;;;;;;;;;
S1600808;MeoStar S2 82 HD Angled / Šikmý;2017-03-09;2017-03-12;ez;MSO CZ;;;;;;;;;;;
442260;TGA 75;2017-03-01;2017-03-12;ez;MSO CZ;;;;;;;;;;;
R1617685;MeoStar R1r 3-12x56 RD;2017-03-08;2017-03-14;ez;MSO CZ;;;;;;;;;;;
R1618898;MeoStar R2 2.5-15x56 RD;2017-03-14;2017-03-14;ez;MSO CZ;;;;;;;;;;;
R1605533;MeoStar R1r 3-12x56 RD;2017-03-14;2017-03-15;ez;MSO CZ;;;;;;;;;;;
R1606327;MeoStar R1 7x56 RD;2017-02-28;2017-03-15;ez;MSO CZ;;;;;;;;;;;
R1605997;ZD 4-16x44 RD;2017-03-15;2017-03-16;ez;MSO CZ;;;;;;;;;;;
S1600844;MeoStar S2 82 HD Angled / Šikmý;2017-02-21;2017-03-16;ez;MSO CZ;;;;;;;;;;;
S1600852;MeoStar S2 82 HD Angled / Šikmý;2017-03-13;2017-03-16;ez;MSO CZ;;;;;;;;;;;
R1504507;MeoStar R1 7x56;2017-03-09;2017-03-16;ez;MSO CZ;;;;;;;;;;;
R1616002;MeoStar R2 2.5-15x56 RD;2017-03-12;2017-03-17;ez;MSO CZ;;;;;;;;;;;
130336;MeoSight II 30;2017-03-13;2017-03-17;ez;MSO CZ;;;;;;;;;;;
170295;MeoStar B1 8x56;2017-03-17;2017-03-17;ez;MSO CZ;;;;;;;;;;;
R1426604;MeoStar R2 2.5-15x56 RD/MR;2017-03-17;2017-03-17;ez;MSO CZ;;;;;;;;;;;
170273;MeoStar B1 10x42 HD;2017-03-17;2017-03-17;ez;MSO CZ;;;;;;;;;;;
151578;MeoStar B1 10x50;2017-02-27;2017-03-19;;MSO CZ;;;;;;;;;;;
R1418764;MeoStar R2 2.5-15x56 RD/MR;2017-03-19;2017-03-19;ez;MSO CZ;;;;;;;;;;;
R1616384;R1r 3-12x56 RGD;2017-03-01;2017-03-20;ez;MSO CZ;;;;;;;;;;;
R1509052;MeoStar R1 3-12x56 RD;2017-03-20;2017-03-20;ez;MSO CZ;;;;;;;;;;;
R1703155;MeoStar R2 2.5-15x56 RD/MR;2017-03-20;2017-03-21;ez;MSO CZ;;;;;;;;;;;
R1604528;MeoStar R2 2.5-15x56 RD;2017-03-02;2017-03-22;pl;MSO CZ;;;;;;;;;;;
R1606333;MeoStar R1 7x56 RD;2017-03-21;2017-03-22;ez;MSO CZ;;;;;;;;;;;
R1602436;Artemis 2100 7x50 RD;2017-03-22;2017-03-22;ez;MSO CZ;;;;;;;;;;;
R1702085;ZD 6-24x56;2017-03-22;2017-03-23;ez;MSO CZ;;;;;;;;;;;
170290;MeoStar B1 10x42 HD;2017-03-22;2017-03-23;ez;MSO CZ;;;;;;;;;;;
R1701848;MeoStar R2 2.5-15x56 RD;2017-03-21;2017-03-23;ez;MSO CZ;;;;;;;;;;;
R1704205;MeoStar R2 2.5-15x56 RD;2017-03-22;2017-03-24;ez;MSO CZ;;;;;;;;;;;
R1518121;MeoStar R1 1,5-6x42 RD;2017-03-23;2017-03-24;ez;MSO CZ;;;;;;;;;;;
152391;MeoStar B1 10x42 HD;2017-03-03;2017-03-25;ez;MSO CZ;;;;;;;;;;;
S1600161;MeoStar S2 82 HD Straight / Přímý;2017-03-25;2017-03-25;ez;MSO CZ;;;;;;;;;;;
R1516123;MeoStar R2 2.5-15x56 RD;2017-03-24;2017-03-26;ez;MSO CZ;;;;;;;;;;;
133860;MeoStar B1 7x50;2017-03-27;2017-03-27;ez;MSO CZ;;;;;;;;;;;
R1619168;MeoStar R1 3-12x56 RD;2017-03-24;2017-03-28;;MSO CZ;;;;;;;;;;;
R1518854;MeoStar R2 2.5-15x56 RD;2017-03-16;2017-03-28;ez;MSO CZ;;;;;;;;;;;
R1619263;MeoStar R1r 3-12x56 RD;2017-03-08;2017-03-29;ez;MSO CZ;;;;;;;;;;;
R1616574;MeoStar R1r 3-12x56 RD;2017-03-29;2017-03-29;ez;MSO CZ;;;;;;;;;;;
602379;MeoStar B1 10x42;2017-03-23;2017-03-29;ez;MSO CZ;;;;;;;;;;;
170323;MeoStar B1 8x56;2017-02-27;2017-03-29;ez;MSO CZ;;;;;;;;;;;
R1701186;ZD 6-24x56;2017-03-29;2017-03-29;;MSO CZ;;;;;;;;;;;
R1705154;MeoStar R1r 3-12x56 RD;2017-03-30;2017-03-30;ez;MSO CZ;;;;;;;;;;;
R1205818;Artemis 2100 3-12x50 RD;2017-03-30;2017-03-30;ez;MSO CZ;;;;;;;;;;;
R1521552;MeoStar R2 2.5-15x56 RD;2017-03-30;2017-03-30;ez;MSO CZ;;;;;;;;;;;
R1600786;MeoStar S2 82 HD Angled / Šikmý;2017-03-31;2017-04-02;ez;MSO CZ;;;;;;;;;;;
150181;MeoStar B1 12x50 HD;2017-03-29;2017-04-03;;MSO CZ;;;;;;;;;;;
R1602627;MeoStar R2 2.5-15x56 RD;2017-04-03;2017-04-04;ez;MSO CZ;;;;;;;;;;;
170174;MeoStar B1 8x56;2017-03-27;2017-04-04;ez;MSO CZ;;;;;;;;;;;
R1704242;MeoStar R2 2.5-15x56 RD;2017-04-04;2017-04-05;ez;MSO CZ;;;;;;;;;;;
R1501877;MeoStar R1r 3-12x56 RD/MR;2017-04-02;2017-04-05;ez;MSO CZ;;;;;;;;;;;
150654;MeoStar B1 10x42 HD;2017-04-04;2017-04-05;ez;MSO CZ;;;;;;;;;;;
R1518801;MeoStar R2 2.5-15x56 RD;2017-03-27;2017-04-05;ez;MSO CZ;;;;;;;;;;;
R1515989;MeoStar R2 2.5-15x56 RD;2017-04-03;2017-04-06;ez;MSO CZ;;;;;;;;;;;
R1050691;MeoStar R1 4-16x44 Tactic;2017-03-31;2017-04-06;ez;MSO CZ;;;;;;;;;;;
R1619044;MeoStar R1 1,5-6x42 RD;2017-04-05;2017-04-06;ez;MSO CZ;;;;;;;;;;;
R1423809;R1r 3-12x56 RGD;2017-04-05;2017-04-06;ez;MSO CZ;;;;;;;;;;;
R1613973;MeoStar R1r 3-12x56 RD;2017-04-07;2017-04-07;ez;MSO CZ;;;;;;;;;;;
R1704234;MeoStar R2 2.5-15x56 RD;2017-04-06;2017-04-07;ez;MSO CZ;;;;;;;;;;;
R1608404;MeoStar R2 1.7-10x42 RD;2017-04-07;2017-04-07;ez;MSO CZ;;;;;;;;;;;
700166;MeoStar B1 10x42 HD;2017-04-04;2017-04-07;ez;MSO CZ;;;;;;;;;;;
R1426038;MeoStar R2 2.5-15x56 RD/MR;2017-04-09;2017-04-09;;MSO CZ;;;;;;;;;;;
170367;MeoStar B1 8x56;2017-04-10;2017-04-10;ez;MSO CZ;;;;;;;;;;;
50392;TGA 75;2017-04-04;2017-04-10;ez;MSO CZ;;;;;;;;;;;
R1704234;MeoStar R2 2.5-15x56 RD;2017-04-06;2017-04-11;ez;MSO CZ;;;;;;;;;;;
S1600328;MeoStar S2 82 HD Angled / Šikmý;2017-03-24;2017-04-11;ez;MSO CZ;;;;;;;;;;;
R1313579;ZD 3-12x50 Tactic;2017-04-11;2017-04-11;ez;MSO CZ;;;;;;;;;;;
R1519458;ZD 6-24x56;2017-03-27;2017-04-12;ez;MSO CZ;;;;;;;;;;;
R1620526;MeoStar R1r 3-12x56 RD;2017-04-02;2017-04-12;ez;MSO CZ;;;;;;;;;;;
170058;MeoStar B1 8x56;2017-04-11;2017-04-12;ez;MSO CZ;;;;;;;;;;;
R1515992;MeoStar R2 2.5-15x56 RD;2017-04-13;2017-04-13;ez;MSO CZ;;;;;;;;;;;
R1412895;MeoStar R2 2.5-15x56 RD;2017-04-13;2017-04-13;ez;MSO CZ;;;;;;;;;;;
R1605391;MeoStar R2 2-12x50 RD;2017-04-10;2017-04-13;ez;MSO CZ;;;;;;;;;;;
R1510097;MeoStar R2 2.5-15x56 RD;2017-04-13;2017-04-13;ez;MSO CZ;;;;;;;;;;;
R1510338;MeoStar R1r 3-12x56 RD;2017-04-15;2017-04-15;;MSO CZ;;;;;;;;;;;
151057;MeoStar B1 8x56;2017-03-23;2017-04-16;ez;MSO CZ;;;;;;;;;;;
132807;MeoStar B1 10x42 HD;2017-04-12;2017-04-17;ez;MSO CZ;;;;;;;;;;;
R1705283;MeoStar R1r 3-12x56 RD;2017-04-06;2017-04-18;ez;MSO CZ;;;;;;;;;;;
R1613176;MeoStar R1r 3-12x56 RD;2017-04-11;2017-04-19;ez;MSO CZ;;;;;;;;;;;
R1616528;MeoStar R1r 3-12x56 RD;2017-04-19;2017-04-19;ez;MSO CZ;;;;;;;;;;;
170195;MeoStar B1 8x56;2017-04-20;2017-04-20;ez;MSO CZ;;;;;;;;;;;
170238;MeoStar B1 10x42 HD;2017-04-12;2017-04-20;ez;MSO CZ;;;;;;;;;;;
R1619240;MeoStar R1r 3-12x56 RD;2017-04-19;2017-04-21;ez;MSO CZ;;;;;;;;;;;
151307;MeoStar B1 12x50 HD;2017-04-21;2017-04-21;ez;MSO CZ;;;;;;;;;;;
R1701421;MeoStar R1r 3-12x56 RD;2017-04-19;2017-04-21;ez;MSO CZ;;;;;;;;;;;
R1619764;ZD 6-24x56;2017-03-22;2017-04-21;ez;MSO CZ;;;;;;;;;;;
R1008542;MeoStar R1 3-10x50;2017-04-21;2017-04-22;ez;MSO CZ;;;;;;;;;;;
R1709706;MeoStar R2 2.5-15x56 RD;2017-04-21;2017-04-22;ez;MSO CZ;;;;;;;;;;;
R1415553;MeoStar R1r 3-12x56 RD;2017-04-22;2017-04-23;ez;MSO CZ;;;;;;;;;;;
R1707123;MeoStar R1r 3-12x56 RD;2017-04-21;2017-04-23;ez;MSO CZ;;;;;;;;;;;
R1608534;MeoStar R2 1.7-10x42 RD;2017-04-18;2017-04-23;ez;MSO CZ;;;;;;;;;;;
R1303392;R1r 3-12x56 RGD;2013-06-25;2017-04-24;ez;MSO CZ;;;;;;;;;;;
146354;MeoStar B1 10x42 HD;2017-04-25;2017-04-25;ez;MSO CZ;;;;;;;;;;;
146355;MeoStar B1 10x42 HD;2017-04-20;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1617753;MeoStar R1 3-12x56 RD;2017-04-25;2017-04-26;pl;MSO CZ;;;;;;;;;;;
R1704867;MeoStar R1r 3-12x56 RD;2017-04-19;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1619168;MeoStar R1r 3-12x56 RD;2017-04-03;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1701430;MeoStar R1r 3-12x56 RD;2017-04-18;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1705203;MeoStar R1r 3-12x56 RD;2017-04-22;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1615711;Artemis 2100 7x50 RD;2017-04-25;2017-04-26;ez;MSO CZ;;;;;;;;;;;
160883;MeoStar B1 8x56;2017-03-28;2017-04-26;ez;MSO CZ;;;;;;;;;;;
R1614014;MeoStar R1r 3-12x56 RD;2017-04-25;2017-04-26;pl;MSO CZ;;;;;;;;;;;
170226;MeoStar B1 8x56;2017-04-26;2017-04-27;ez;MSO CZ;;;;;;;;;;;
R1701649;MeoStar R2 2.5-15x56 RD/MR;2017-04-26;2017-04-27;ez;MSO CZ;;;;;;;;;;;
R1701959;ZD 6-24x56;2017-04-27;2017-04-27;ez;MSO CZ;;;;;;;;;;;
R1515984;MeoStar R2 2.5-15x56 RD;2017-04-27;2017-04-28;;MSO CZ;;;;;;;;;;;
502395;MeoStar B1 8x42;2017-04-06;2017-04-29;ez;MSO CZ;;;;;;;;;;;
160832;MeoStar B1 8x56;2017-04-04;2017-04-29;ez;MSO CZ;;;;;;;;;;;
R1506001;MeoStar R1r 3-12x56 RD;2017-04-28;2017-05-01;ez;MSO CZ;;;;;;;;;;;
R1704238;MeoStar R2 2.5-15x56 RD;2017-04-12;2017-05-01;ez;MSO CZ;;;;;;;;;;;
160860;MeoStar B1 10x42 HD;2017-04-03;2017-05-02;ez;MSO CZ;;;;;;;;;;;
160925;MeoStar B1 10x42 HD;2017-04-28;2017-05-02;ez;MSO CZ;;;;;;;;;;;
R1611019;MeoStar R2 2.5-15x56 RD/MR;2017-04-03;2017-05-02;ez;MSO CZ;;;;;;;;;;;
R1702058;ZD 6-24x56;2017-05-02;2017-05-02;ez;MSO CZ;;;;;;;;;;;
170111;MeoStar B1 10x50;2017-05-02;2017-05-02;ez;MSO CZ;;;;;;;;;;;
R1701430;MeoStar R1r 3-12x56 RD;2017-04-19;2017-05-03;;MSO CZ;;;;;;;;;;;
R1613985;MeoStar R1r 3-12x56 RD;2017-04-26;2017-05-03;pl;MSO CZ;;;;;;;;;;;
R1615184;MeoStar R2 8x56;2017-05-02;2017-05-04;ez;MSO CZ;;;;;;;;;;;
R1620564;MeoStar R1r 3-12x56 RD;2017-05-03;2017-05-04;;MSO CZ;;;;;;;;;;;
R1707818;MeoStar R2 2.5-15x56 RD;2017-05-03;2017-05-04;ez;MSO CZ;;;;;;;;;;;
R1700724;MeoStar R1r 3-12x56 RD;2017-04-28;2017-05-05;ez;MSO CZ;;;;;;;;;;;
R1620469;MeoStar R1r 3-12x56 RD;2017-05-05;2017-05-05;ez;MSO CZ;;;;;;;;;;;
R1615722;Artemis 2000 7x50;2017-05-05;2017-05-05;ez;MSO CZ;;;;;;;;;;;
R1701818;MeoStar R2 2.5-15x56 RD;2017-04-20;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1516118;MeoStar R2 2.5-15x56 RD;2017-04-24;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1702380;MeoStar R2 2-12x50 RD;2017-05-02;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1515993;MeoStar R2 2.5-15x56 RD;2017-05-05;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1701817;MeoStar R2 2.5-15x56 RD;2017-04-29;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1701394;MeoStar R1r 3-12x56 RD;2017-04-24;2017-05-07;ez;MSO CZ;;;;;;;;;;;
R1620597;MeoStar R1r 3-12x56 RD;2017-05-05;2017-05-08;ez;MSO CZ;;;;;;;;;;;
R1705169;MeoStar R1r 3-12x56 RD;2017-05-05;2017-05-08;ez;MSO CZ;;;;;;;;;;;
170247;MeoStar B1 8x56;2017-04-13;2017-05-08;ez;MSO CZ;;;;;;;;;;;
R1709909;MeoStar R1r 3-12x56 RD/MR;2017-05-05;2017-05-08;ez;MSO CZ;;;;;;;;;;;
R1701803;MeoStar R2 2.5-15x56 RD/MR;2017-04-24;2017-05-09;pl;MSO CZ;;;;;;;;;;;
R1704586;ZD 6-24x56;2017-05-09;2017-05-09;ez;MSO CZ;;;;;;;;;;;
R1701451;MeoStar R1r 3-12x56 RD;2017-05-09;2017-05-10;ez;MSO CZ;;;;;;;;;;;
R1701395;MeoStar R1r 3-12x56 RD;2017-05-10;2017-05-10;ez;MSO CZ;;;;;;;;;;;
R1620561;MeoStar R1 3-12x56 RD;2017-04-20;2017-05-11;ez;MSO CZ;;;;;;;;;;;
R1707826;MeoStar R2 2.5-15x56 RD;2017-05-12;2017-05-12;ez;MSO CZ;;;;;;;;;;;
R1709985;MeoStar R1r 3-12x56 RD;2017-05-09;2017-05-13;;MSO CZ;;;;;;;;;;;
R1707796;MeoStar R2 2.5-15x56 RD;2017-05-09;2017-05-15;ez;MSO CZ;;;;;;;;;;;
R1621029;MeoStar R1r 3-12x56 RD;2017-05-02;2017-05-15;ez;MSO CZ;;;;;;;;;;;
R1701450;MeoStar R1r 3-12x56 RD;2017-04-25;2017-05-16;ez;MSO CZ;;;;;;;;;;;
R1619190;MeoStar R1r 3-12x56 RD;2017-05-16;2017-05-16;ez;MSO CZ;;;;;;;;;;;
153916;MeoStar B1 8x56;2017-05-03;2017-05-16;ez;MSO CZ;;;;;;;;;;;
R1515033;MeoStar R1r 3-12x56 RD;2017-05-16;2017-05-17;ez;MSO CZ;;;;;;;;;;;
R1608531;MeoStar R2 1.7-10x42 RD;2017-04-18;2017-05-17;ez;MSO CZ;;;;;;;;;;;
160917;MeoStar B1 10x42 HD;2017-04-19;2017-05-17;ez;MSO CZ;;;;;;;;;;;
170869;MeoStar B1 8x56;2017-05-15;2017-05-17;ez;MSO CZ;;;;;;;;;;;
R1705275;MeoStar R1r 3-12x56 RD;2017-05-17;2017-05-17;ez;MSO CZ;;;;;;;;;;;
R1516037;MeoStar R2 2.5-15x56 RD;2017-05-15;2017-05-18;ez;MSO CZ;;;;;;;;;;;
171185;MeoStar B1 8x56;2017-10-19;2017-10-20;ez;MSO CZ;;;;;;;;;;;
171185;MeoStar B1 8x56;2017-10-19;2017-10-20;ez;MSO CZ;;;;;;;;;;;
170899;MeoStar B1 8x56;2017-05-19;2017-05-19;ez;MSO CZ;;;;;;;;;;;
R1705281;MeoStar R1r 3-12x56 RD;2017-05-19;2017-05-19;ez;MSO CZ;;;;;;;;;;;
150970;MeoStar B1 8x56;2017-05-01;2017-05-19;ez;MSO CZ;;;;;;;;;;;
R1704302;MeoStar R2 2.5-15x56 RD;2017-05-15;2017-05-21;pl;MSO CZ;;;;;;;;;;;
R1702566;MeoStar R2 2.5-15x56 RD;2017-04-26;2017-05-22;ez;MSO CZ;;;;;;;;;;;
R1701661;MeoStar R2 2.5-15x56 RD;2017-04-22;2017-05-22;pl;MSO CZ;;;;;;;;;;;
146430;MeoStar B1 15x56 HD;2017-05-19;2017-05-22;ez;MSO CZ;;;;;;;;;;;
80079;MeoStar S1 75 HD Angled / Šikmý;2017-05-10;2017-05-22;;MSO CZ;;;;;;;;;;;
R1619257;MeoStar R1r 3-12x56 RD;2017-05-15;2017-05-23;ez;MSO CZ;;;;;;;;;;;
142119;MeoStar B1 10x50;2017-05-18;2017-05-23;ez;MSO CZ;;;;;;;;;;;
170231;MeoStar B1 10x42 HD;2017-05-24;2017-05-24;ez;MSO CZ;;;;;;;;;;;
R1710919;ZD 6-24x56;2017-05-22;2017-05-24;ez;MSO CZ;;;;;;;;;;;
170920;MeoStar B1 8x56;2017-05-24;2017-05-24;;MSO CZ;;;;;;;;;;;
170267;MeoStar B1 8x56;2017-05-23;2017-05-24;ez;MSO CZ;;;;;;;;;;;
R1701637;MeoStar R2 2.5-15x56 RD;2017-05-18;2017-05-25;ez;MSO CZ;;;;;;;;;;;
R1610772;MeoStar R2 8x56;2017-05-02;2017-05-25;ez;MSO CZ;;;;;;;;;;;
R1610486;Artemis 2000 3-12x50;2017-05-18;2017-05-25;ez;MSO CZ;;;;;;;;;;;
R1410610;MeoStar R1r 3-12x56 RD;2017-04-28;2017-05-25;ez;MSO CZ;;;;;;;;;;;
160956;MeoStar B1 8x56;2017-05-10;2017-05-25;ez;MSO CZ;;;;;;;;;;;
R1701547;MeoStar R1r 3-12x56 RD;2017-05-16;2017-05-25;;MSO CZ;;;;;;;;;;;
170872;MeoStar B1 8x56;2017-05-26;2017-05-26;ez;MSO CZ;;;;;;;;;;;
123059;MeoStar B1 10x42 HD;2017-05-26;2017-05-27;ez;MSO CZ;;;;;;;;;;;
R1614802;MeoStar R1 1-4x22 RD;2017-05-27;2017-05-28;ez;MSO CZ;;;;;;;;;;;
R1713600;MeoStar R1r 3-12x56 RD;2017-05-27;2017-05-29;ez;MSO CZ;;;;;;;;;;;
R1706316;MeoStar R2 2.5-15x56 RD/MR;2017-05-29;2017-05-29;ez;MSO CZ;;;;;;;;;;;
R0723181;Artemis 2000 3-12x50;2017-05-16;2017-05-31;ez;MSO CZ;;;;;;;;;;;
R1610552;Artemis 2100 3-12x50 RD;2017-05-30;2017-05-31;ez;MSO CZ;;;;;;;;;;;
R1512537;MeoStar R2 1.7-10x42 RD;2017-05-31;2017-05-31;pl;MSO CZ;;;;;;;;;;;
R1616604;MeoStar R1r 3-12x56 RD;2017-05-28;2017-05-31;ez;MSO CZ;;;;;;;;;;;
170873;MeoStar B1 8x56;2017-05-24;2017-06-01;ez;MSO CZ;;;;;;;;;;;
142321;MeoStar B1 10x50;2017-05-25;2017-06-01;ez;MSO CZ;;;;;;;;;;;
170147;MeoStar B1 8x56;2017-05-26;2017-06-01;ez;MSO CZ;;;;;;;;;;;
R1606013;ZD 4-16x44 RD;2017-05-24;2017-06-01;ez;MSO CZ;;;;;;;;;;;
R1620461;MeoStar R1r 3-12x56 RD;2017-05-09;2017-06-01;;MSO CZ;;;;;;;;;;;
R1705301;MeoStar R1r 3-12x56 RD;2017-05-26;2017-06-02;pl;MSO CZ;;;;;;;;;;;
R1707598;MeoStar R2 2.5-15x56 RD;2017-05-27;2017-06-03;ez;MSO CZ;;;;;;;;;;;
160946;MeoRed;2017-06-02;2017-06-03;ez;MSO CZ;;;;;;;;;;;
142156;MeoStar B1 10x50;2017-05-22;2017-06-03;ez;MSO CZ;;;;;;;;;;;
R1707137;MeoStar R1r 3-12x56 RD;2017-05-29;2017-06-04;ez;MSO CZ;;;;;;;;;;;
142287;MeoStar B1 10x50;2017-05-29;2017-06-04;ez;MSO CZ;;;;;;;;;;;
R1701604;MeoStar R2 2.5-15x56 RD;2017-06-04;2017-06-05;ez;MSO CZ;;;;;;;;;;;
6002;MeoRange;2017-06-05;2017-06-05;ez;MSO CZ;;;;;;;;;;;
700408;MeoRange;2017-06-05;2017-06-05;ez;MSO CZ;;;;;;;;;;;
R1518069;MeoStar R1 1,5-6x42 RD;2017-05-24;2017-06-05;ez;MSO CZ;;;;;;;;;;;
R1500523;MeoStar R2 1-6x24 RD;2017-06-05;2017-06-06;ez;MSO CZ;;;;;;;;;;;
R1500523;MeoStar R2 1-6x24 RD;2017-06-05;2017-06-06;ez;MSO CZ;;;;;;;;;;;
R1518055;MeoStar R1 1,5-6x42 RD;2017-06-05;2017-06-06;ez;MSO CZ;;;;;;;;;;;
R1310297;MeoStar R1 1,5-6x42 RD;2017-05-21;2017-06-06;ez;MSO CZ;;;;;;;;;;;
R1619194;MeoStar R1r 3-12x56 RD;2017-05-25;2017-06-06;ez;MSO CZ;;;;;;;;;;;
37999;MeoStar R2 2-12x50 RD;2017-05-16;2017-06-06;ez;MSO CZ;;;;;;;;;;;
S1601630;MeoStar S2 82 HD Angled / Šikmý;2017-06-05;2017-06-06;ez;MSO CZ;;;;;;;;;;;
R1501481;MeoStar R1r 3-12x56 RD;2017-06-07;2017-06-07;;MSO CZ;;;;;;;;;;;
R1614406;MeoStar R1 7x56 RD;2017-06-02;2017-06-07;ez;MSO CZ;;;;;;;;;;;
R1707204;MeoStar R1r 3-12x56 RD;2017-05-25;2017-06-07;ez;MSO CZ;;;;;;;;;;;
R1517548;MeoStar R1 1,5-6x42 RD;2017-06-07;2017-06-08;ez;MSO CZ;;;;;;;;;;;
153798;MeoStar B1 12x50 HD;2017-06-01;2017-06-09;ez;MSO CZ;;;;;;;;;;;
R1514313;Artemis 2100 7x50 RD;2017-06-05;2017-06-10;;MSO CZ;;;;;;;;;;;
50402;TGA 75;2017-06-09;2017-06-10;ez;MSO CZ;;;;;;;;;;;
600004;MeoRange;2017-06-09;2017-06-10;ez;MSO CZ;;;;;;;;;;;
170908;MeoStar B1 8x56;2017-05-25;2017-06-10;ez;MSO CZ;;;;;;;;;;;
R1707136;MeoStar R1r 3-12x56 RD;2017-06-09;2017-06-11;ez;MSO CZ;;;;;;;;;;;
60118;MeoStar S1 75 HD Angled / Šikmý;2017-06-06;2017-06-11;ez;MSO CZ;;;;;;;;;;;
170369;MeoStar B1 8x56;2017-05-25;2017-06-11;ez;MSO CZ;;;;;;;;;;;
R1615289;MeoStar R2 8x56;2017-06-12;2017-06-12;ez;MSO CZ;;;;;;;;;;;
170877;MeoStar B1 8x56;2017-06-08;2017-06-12;ez;MSO CZ;;;;;;;;;;;
142408;MeoStar B1 10x50;2017-06-12;2017-06-12;ez;MSO CZ;;;;;;;;;;;
R1605375;MeoStar R2 2-12x50 RD;2017-06-12;2017-06-13;ez;MSO CZ;;;;;;;;;;;
R1610775;MeoStar R2 8x56;2017-05-16;2017-06-13;ez;MSO CZ;;;;;;;;;;;
R1621056;MeoStar R1r 3-12x56 RD;2017-06-13;2017-06-13;ez;MSO CZ;;;;;;;;;;;
